adwell {"v":["allure","attract"]}
beweigh {"v":["induce","move"]}
unhandy {"a":["inept","useless"]}
unbearing {"a":["infertile","unproductive"]}
unteeming {"a":["unproductive"]}
overbreak {"v":["infringe","transgress"]}
erde {"v":["inhabit","reside"]}
erding {"n":["residence"]}
benew {"v":["innovate"]}
into {"v":["verify"]}
delve into {"v":["inquire","investigate"]}
speering {"v":["inspect"],"n":["investigation","research"]}
eyeblink {"n":["moment","second"]}
brains {"n":["intelligence","reason"]}
wassomshat {"n":["usury"]}
befrain {"v":["question"]}
speer {"v":["search"]}
holm {"n":["isle","islet"]}
ait {"n":["isle","islet"]}
eyot {"n":["isle","islet"]}
craftspeech {"n":["jargon","language"]}
gleeman {"n":["minstrel"]}
lith {"n":["joint","member","segment"]}
leedred {"n":["nation"]}
reckoned {"a":["just"]}
the Gate {"n":["Kattegat","Skagerrak"]}
deerhouse {"n":["kennel"]}
childeryard {"n":["nursery"]}
workship {"n":["labor union","trade union"]}
waylight {"n":["lamp","lantern"]}
reard {"n":["sound","voice"]}
lightbearer {"n":["lantern","Lucifer"]}
handlight {"n":["lantern","torch"]}
herry {"v":["praise"]}
rown {"n":["mystery"]}
yedding {"n":["verse"]}
lorespeaker {"n":["lecturer"]}
leerer {"n":["tutor"]}
errandwrit {"n":["letter","message"]}
errandbook {"n":["message"]}
wordly {"a":["linguistic","verbatim"]}
speechlore {"n":["linguistics"]}
lind {"n":["nature"]}
-lore {"x":[]}
smacky {"a":["tasty"]}
sare {"n":["trick"]}
spellcraft {"n":["magic","orthography"]}
spae {"n":["vision"]}
douthness {"n":["majesty"]}
lund {"n":["nature","temperament"]}
wyecraft {"n":["craft"]}
selcouth {"a":["marvelous","rare","strange"]}
Roufrithson's Engli {"n":["Mass"]}
lorethew {"n":["tutor"]}
anwork {"n":["material","matter"]}
deerkeep {"n":["zoo"]}
wightkeep {"n":["zoo"]}
creepdeer {"n":["reptile"]}
over- {"x":["meta-","trans-"],"a":["super"]}
after- {"x":["post-"]}
atell {"n":["number"]}
small- {"x":["mini"]}
specky {"a":["miniscule"]}
ambighter {"n":["minister","officer"]}
lie to {"v":["misguide","misinform"]}
forebeing {"n":["preexistence"]}
deathbound {"a":["moribund","mortal"]}
beweighing {"n":["motion","movement"]}
kemp {"n":["soldier"]}
morefold {"a":["multiple","plural"]}
fele {"a":["multiple","very"],"r":["plenty"]}
shapeshift {"v":["transfigure","transform"]}
yondshape {"v":["transfigure"]}
liefsome {"a":["pleasant"]}
theed {"n":["nation","tribe"]}
leedship {"n":["nation"]}
landleed {"n":["nation"]}
callower {"n":["neophyte","novice"]}
edder {"n":["nerve","vein"]}
unsidedness {"n":["neutrality"]}
evenhandedness {"n":["fairness"]}
thester {"v":["obscure"],"a":["obscure","tenebrous"]}
yeme {"v":["observe","recognize"]}
beaughten {"v":["observe","realize"]}
forslow {"v":["obstruct","postpone"]}
sele {"n":["season"]}
agive {"v":["offer","relinquish"],"n":["task"]}
doomy {"a":["ominous"]}
ill-boding {"a":["ominous","portentous"]}
onsight {"n":["perspective"]}
foresay {"v":["predict"]}
befrith {"v":["pacify","satisfy"]}
gums {"n":["palate"]}
ur- {"x":["proto-"]}
or- {"x":["paleo-","proto-"]}
erewritlore {"n":["paleography"]}
bedbroker {"n":["panderer","pimp"]}
yond- {"x":["trans-"]}
otherwordly {"a":["paranormal","supernatural"]}
dealnim {"v":["partake"]}
writing tool {"n":["pen"]}
leadstick {"n":["pencil"]}
oove {"n":["practicing"]}
forfare {"v":["perish"]}
wightly {"a":["personal","private"]}
ekename {"n":["sobriquet"]}
farspeaker {"n":["phone","telephone"]}
lightdrawing {"n":["photograph","picture"]}
wordstring {"n":["phrase","sentence"]}
howing {"n":["planning"]}
quemeness {"n":["pleasure","satisfaction"]}
folksay {"n":["proverb"]}
folkspoll {"n":["plebiscite","referendum"]}
folksstevening {"n":["referendum"]}
folksanswer {"n":["plebiscite","referendum"]}
lithy {"a":["pliable","pliant"]}
pough {"n":["pouch"]}
leethcraft {"n":["verse"]}
atter {"n":["poison","pus","venom"],"v":["poison"],"a":["toxic"]}
attery {"a":["poisonous","venomous"]}
attern {"a":["poisonous","venomous"]}
steven {"n":["vote"]}
folkly {"a":["popular","public"]}
folkish {"a":["popular"]}
forerun {"v":["precede"]}
maily {"a":["possible","potential"],"r":["possibly"]}
foreneed {"n":["prerequisite"]}
before-runner {"n":["precursor"]}
soothsay {"v":["predict","prophesy"]}
beforeness {"n":["preexistence","priority"]}
forefeeling {"n":["premonition"]}
forework {"v":["prepare","process"],"n":["rampart"]}
sundergift {"n":["privilege"]}
hain {"v":["preserve","save"]}
cackhouse {"n":["privy","toilet"]}
foregang {"n":["process"]}
behight {"n":["promise","vow"],"v":["promise"]}
onfally {"a":["prone","susceptible"]}
crockwright {"n":["psychologist"]}
mindlorer {"n":["psychologist"]}
roo {"n":["quietness","tranquility"]}
fewsome {"a":["rare"]}
geason {"a":["rare"]}
shedwiseness {"n":["reason"]}
wareness {"n":["vigilance"]}
withcall {"v":["recall","remember"]}
edcall {"v":["remember"]}
eftcall {"v":["remember"]}
call to mind {"v":["recall","remember"]}
foryield {"n":["reward"],"v":["requite"]}
andweaving {"n":["reconciliation"]}
alease {"v":["redeem","release"]}
ednew {"v":["renew","update"]}
asake {"v":["refuse","refute","renounce"]}
landship {"n":["terrain"]}
underset {"v":["reinforce","support"]}
loosing {"n":["release","solution"]}
belive {"v":["remain","stay"]}
ashes {"n":["remains","residue","wreckage"]}
nerry {"v":["save"]}
redd {"v":["rescue","save"]}
hattleness {"n":["resentment","violence"]}
bed of dust {"n":["tomb"]}
the dark inn {"n":["resting place"]}
grass-bed {"n":["resting place"]}
moldern {"n":["tomb"]}
moldstow {"n":["sepulchre","tomb"]}
the pit {"n":["tomb"]}
lichpit {"n":["tomb"]}
the delf {"n":["resting place","tomb"]}
the deep-six {"n":["tomb"]}
narrow house {"n":["tomb"]}
long-home {"n":["tomb"]}
dust-bed {"n":["tomb"]}
earth-home {"n":["tomb"]}
unhele {"v":["reveal","unveil"]}
wrake {"n":["revenge","vengeance"]}
sweven {"n":["vision"]}
playwork {"n":["roleplay"]}
wheelshaped {"a":["round"]}
landly {"a":["rural","territorial"]}
frithhouse {"n":["safehouse","sanctuary"]}
bareland {"n":["wasteland"]}
afterfollowing {"n":["sequel"]}
asunderhood {"n":["separation"]}
bestill {"v":["silence"]}
one-of-a-kind {"a":["singular","unique"]}
upmake {"n":["structure"]}
outreaching {"a":["transitive"]}
forthringe {"v":["supersede","supplant"]}
overnim {"v":["supplant"]}
mistrustfulness {"n":["suspicion"]}
tithing {"n":["taxation"]}
farseer {"n":["telescope"]}
eyse {"v":["terrify"]}
behandling {"n":["treatment"]}
shellpad {"n":["turtle"]}
yondfare {"v":["travel","traverse"]}
fere {"n":["traveler"]}
sig {"n":["triumph"]}
wall-to-wall {"a":["ubiquitous","universal"]}
seldcouth {"a":["unfamiliar","unusual"]}
toom {"a":["vacant"],"n":["void"]}
tharl {"a":["violent"]}
westen {"n":["wasteland"]}
beerlore {"n":["zymurgy","zythology"]}
abidinghouse {"n":["almshouse","poorhouse"]}
abraid {"v":["burst forth","start up","awake"]}
abrirdness {"n":["contrition","compunction"]}
abuy {"v":["atone","pay"]}
ack {"p":["but","except"],"i":["but"]}
acost {"a":["proven","tested"]}
acover {"v":["recover","revive"]}
acrechurl {"n":["farmer","ploughman"]}
addeem {"v":["declare","determine","adjudge"]}
adderbiter {"n":["mongoose"]}
adle {"n":["illness","ailment"]}
adwash {"v":["extinguish","blot out","delete"]}
afired {"n":["castrated animal"]}
aforetime {"n":["past"],"a":["past"]}
aforetimes {"r":["previously"]}
afterborn {"a":["posthumous"]}
aftercoming {"n":["succeeding"],"a":["succeeding"]}
afterspeak {"v":["claim"]}
afterspeech {"n":["will"]}
agame {"r":["jestingly","playfully"]}
agraith {"v":["make ready","prepare"]}
agraithing {"n":["ornament"]}
ahap {"a":["fitting","suitable"]}
ahir {"v":["imitate","emulate"]}
ahirring {"n":["imitation","emulation"]}
alderdom {"n":["eldership"]}
aleesedness {"n":["salvation"]}
alighten {"v":["illuminate"]}
alkin {"a":["universal"]}
allings {"r":["entirely","sufficiently"]}
Almannish {"n":["Alemannic"],"a":["Alemannic"]}
almsman {"n":["beggar","almoner"]}
alow {"r":["low down","below"],"p":["low down","below"],"i":["low down","below"]}
alse {"r":["totally","entirely"]}
alsuch {"r":["exactly","just"]}
altew {"a":["healthy"]}
alther {"x":["very"]}
alway {"r":["perpetually","continually"]}
amid {"r":["during","middle"],"p":["during","middle"],"i":["during","middle"]}
ang {"n":["trouble"],"a":["troubled"],"x":["denotes tightness and vexation"]}
angmood {"n":["vexed mood"]}
anker {"n":["anchorite"]}
anlet {"n":["appearance"]}
anlikeness {"n":["image","resemblance"]}
anqueath {"n":["answer","reply"],"v":["answer","reply"]}
ansaker {"n":["denier","renouncer","opposer"]}
ansen {"n":["face","form","figure","appearance"]}
anward tide {"n":["now"],"a":["now"]}
anwarden {"v":["make present","update"]}
anwardening {"n":["modernization"]}
anyetful {"a":["sensible","intelligible"]}
anyetfully {"r":["sensibly","intelligibly"]}
anyetless {"a":["senseless","irrational","nonsensical","foolish"]}
anyettle {"a":["sensible","discerning"]}
anyetty {"a":["sensory","sensible"]}
apefox {"n":["possum","opossum"]}
appleleaf {"n":["violet"]}
arade {"a":["skilled","expert"]}
areading {"n":["decree"]}
arisen {"a":["proper","fitting","seemly"]}
arist {"n":["arising","sunrise"]}
armbigh {"n":["bracelet","armlet"]}
armchary {"a":["sad","miserable"]}
arose {"v":["discover"]}
arown {"n":["mystery"]}
arrowblaster {"n":["arbalest","arbalist","arbelest"]}
arsefoot {"n":["grebe"]}
arvethhield {"a":["ill-natured"]}
arvethsithe {"n":["calamity"]}
arvethteachy {"a":["difficult to prove"]}
as an aside {"x":["in passing"]}
aseen {"a":["evident","visible"]}
asher {"n":["incinerator"]}
ashhouse {"n":["crematorium","crematory"]}
ashing {"n":["incineration","cremation"]}
asit {"v":["occupy"]}
askeel {"n":["halosaur"]}
aslake {"v":["abate","diminish","moderate","mitigate"]}
asoothe {"v":["prove","confirm","verify"]}
asweeve {"v":["calm down","lull","pacify","put to rest","soothe"]}
at a braid {"r":["momentarily"]}
at unset steven {"r":["unexpectedly","by chance"]}
atburst {"v":["escape"]}
atease {"v":["tease"]}
atgo {"v":["go away","pass away"]}
athelly {"r":["nobly","elegantly"]}
athelwhite {"n":["Leontopodium alpinum plant"]}
athelwield {"n":["aristocracy"]}
atithe {"v":["grant","allow"]}
atlast {"r":["finally","ultimately"]}
atle {"a":["terrible","horrible","dire","ugly"]}
atley {"a":["ugly"]}
atsake {"v":["deny","abjure","disown"]}
atsit {"v":["resist","oppose"]}
attercraft {"n":["poisoning","sorcery"]}
Attle {"n":["Lazio"],"p":["Lazio"],"i":["Lazio"]}
Attler {"n":["Italian"],"p":["Italian"],"i":["Italian"]}
awortwale {"v":["uproot","eradicate","extirpate"]}
awrack {"r":["wrecked","ruins"]}
axlespan {"n":["crossbar","crosspiece"]}
ayen {"x":["re-","return"],"r":["again","against","often","in exchange","before","shield"],"p":["again","against","return","in exchange","before","shield"],"i":["again","against","return","in exchange","before","shield"]}
ayenst {"r":["against","facing","anticipating","expecting","in contrast with"],"p":["against","facing","anticipating","expecting","in contrast with"],"i":["against","facing","anticipating","expecting","in contrast with"]}
backen {"v":["delay","retard"]}
badblood {"n":["ill will","feud","grudge"]}
baddle {"n":["hermaphrodite"]}
baked good {"n":["pastry"]}
baller {"n":["player of a ball game","basketball player"]}
ballocks {"n":["testicles","nonsense"]}
Balt {"n":["Lithuanian","Latvian"],"p":["Lithuanian","Latvian"],"i":["Lithuanian","Latvian"]}
Baltland {"n":["the Baltic land region"],"p":["the Baltic land region"],"i":["the Baltic land region"]}
banewort {"n":["deadly nightshade"]}
barling {"n":["pole","beam","rafter"]}
barnteam {"n":["offspring"]}
barrowlee {"n":["cougar","puma","mountain lion","catamount","panther"]}
beaconer {"n":["signaller"]}
bearsear {"n":["auricula"]}
bearwort {"n":["spignel","meum","baldmoney"]}
beath {"v":["heat"]}
bedeal {"v":["deprive"]}
bedoven {"a":["drenched","submerged"]}
bedwell {"v":["dwell","inhabit"]}
beedland {"n":["tableland","plateau"]}
beek {"v":["charter","grant"]}
beem {"n":["trumpet"],"v":["trumpet"]}
beestings {"n":["colostrum"]}
befasten {"v":["fasten"]}
befoe {"v":["become a foe of","make a foe of"]}
begale {"v":["charm"]}
bego {"v":["cover","ornament","overtake"]}
begreed {"v":["blame","charge","accuse"]}
beheart {"v":["enamour"]}
behirn {"v":["store away"]}
behooveful {"a":["beneficial","advantageous","profitable","suitable","proper","requisite"]}
behoovely {"a":["expedient","beneficial","advantageous","profitable","suitable","proper","requisite"],"r":["advantageously","profitably"]}
beknow {"v":["know","realize","acknowledge"]}
belap {"v":["surround","envelop"]}
belatch {"v":["catch","trap"]}
berue {"v":["repent","regret","remorse"]}
beruse {"v":["repent","feel remorse"]}
berusing {"n":["repentance"]}
besee {"v":["attend","provide","furnish"]}
beseecher {"n":["petitioner","suitor"]}
besight {"n":["legal provision","legal disposition"]}
besing {"v":["sing","celebrate","enchant"]}
besit {"v":["besiege"]}
besmitten {"a":["infatuated","enamoured","charmed","fascinated"]}
beswathe {"v":["cover"]}
betee {"v":["devote","spend"]}
beteem {"v":["allow","permit"]}
beteld {"v":["cover"]}
bethew {"v":["enthral","enslave"]}
bethought {"a":["planned","premeditated"]}
bethrall {"v":["enthrall"]}
betightle {"v":["accuse"]}
betwixtwarp {"n":["interjection","term"],"v":["interject"]}
bevering {"n":["trembling"]}
bidden {"n":["barrel","tub"]}
biddingly {"a":["imperative"]}
bidhouse {"n":["chapel"]}
billwhitely {"r":["simply","sincerely","honestly"]}
bindlestiff {"n":["tramp"]}
bindstaff {"n":["ligature","writing"]}
bir {"v":["ought to","should","must"]}
birdling {"n":["turtle"]}
birdspider {"n":["tarantula","spider"]}
birler {"n":["butler","cupbearer"]}
bishopdom {"n":["episcopacy","episcopate"]}
bishopswort {"n":["wood betony"]}
bist {"v":["are"]}
black gold {"n":["crude oil"]}
Black Sheep Turkmen {"n":["Qara Qoyunlu"],"p":["Qara Qoyunlu"],"i":["Qara Qoyunlu"]}
blackwort {"n":["comfrey"]}
blake {"v":["pale","wan"],"a":["pale","wan"]}
blastle {"n":["bomb"]}
bleefaw {"a":["multicoloured"]}
bleeth {"a":["timid","apprehensive"]}
blike {"v":["shine","gleam","twinkle","glitter","sparkle"]}
bliket {"n":["sparkle","twinkle"]}
blissen {"v":["gladden"]}
blithering {"n":["jabbering"],"a":["foolish"]}
bloak {"a":["pale","wan"]}
bloakern {"n":["lamp","lantern"]}
blood attering {"n":["blood poisoning"]}
bloodleech {"n":["haematologist"]}
bloodsax {"n":["fleam"]}
bloodtale {"n":["tale involving bloodshed and violence","sensational story"]}
bloop {"n":["beep"],"v":["make a beep"]}
blossomdeer {"n":["coral"]}
blowth {"n":["florescence"]}
bodelock {"n":["decree","ordinance"]}
bolden {"v":["embolden","encourage"]}
bolder {"n":["hero"]}
bonddom {"n":["bondage"]}
bondfolk {"n":["serfs"]}
bonehouse {"n":["body","charnel house","ossuary"]}
boneleech {"n":["orthopaedist","orthopedist"]}
book of god {"n":["holy book"]}
bookred {"n":["vermilion"]}
bookwork {"n":["study"]}
boose {"n":["stall"]}
booten {"v":["heal","cure"]}
bootworthy {"a":["pardonable"]}
boroughwit {"n":["city counsellor","city counselor"]}
boroughy {"a":["urban","municipal","civil","city-related"]}
bothen {"n":["rosemary"]}
bothhanded {"a":["ambidextrous"],"r":["ambidextrously"]}
bowerland {"n":["farmland"]}
bown {"v":["get ready","get prepared"]}
Bragman {"n":["brahmin"]}
brakestreeling {"n":["bremsstrahlung"]}
breastband {"n":["bra"]}
breastbour {"n":["breastplate","breast armour"]}
breastfire {"n":["mastitis","garget"]}
bred {"n":["table","tablet","board","plank","log"]}
breet {"v":["break","bruise","destroy"]}
brerd {"n":["rim","brim","brink","edge"]}
bridewort {"n":["meadowsweet"]}
brightom {"n":["glittering","twinkling"]}
brightomwhile {"n":["moment","instant"]}
brimguest {"n":["mariner","sailor"]}
brimhinx {"n":["ship"]}
Britenwielder {"n":["ruler"],"p":["ruler"],"i":["ruler"]}
britter {"n":["distributor"]}
Britwales {"n":["Britons"],"p":["Britons"],"i":["Britons"]}
Britwelsh {"n":["Brythonic"],"p":["Brythonic"],"i":["Brythonic"],"a":["Brythonic"]}
Bronding {"n":["Brondings"],"p":["Brondings"],"i":["Brondings"]}
brord {"n":["point","prick"]}
bure {"n":["son","child","descendant"]}
burstness {"n":["rupture"]}
burstwort {"n":["plant","rupturewort"]}
buryleeth {"n":["epitaph","eulogy"]}
butterfly cod {"n":["cod"]}
butterflytree {"n":["mopane","turpentine tree"]}
by the rood {"i":["by the cross","oath"]}
byedness {"a":["curvature"],"n":["case"]}
byfare {"v":["pass"]}
bysmear {"n":["defame"],"v":["defame"]}
cack {"n":["dung","shit"],"v":["dung","shit"]}
candletree {"n":["chandelier"]}
cannel {"n":["cinnamon"]}
capittle {"n":["chapter"]}
caple {"n":["horse"]}
Cathom {"n":["Caen"],"p":["Caen"],"i":["Caen"]}
chafer {"n":["Scarabaeidae insect","scarab"]}
chapbook {"n":["pamphlet","small book"]}
charlady {"n":["maid","cleaning"]}
chavel {"n":["jaw"]}
cheaping {"n":["marketing","trading","bargaining"]}
cheast {"n":["strife","quarreling"]}
cheen {"n":["torch"]}
cheet {"n":["cabin","cottage"]}
chell {"n":["gullet","front of a neck"]}
chellender {"n":["coriander","cilantro"]}
chester {"n":["city"]}
cheves {"n":["paramour"]}
chevesborn {"a":["bastard"]}
chirm {"n":["din"]}
chise {"a":["choosy","picky","petty","critical"]}
chooseling {"n":["one of the elect"]}
chor {"n":["choir","chorus"]}
churchward {"n":["sacristan"]}
churlishness {"n":["rudeness"]}
Churlwain {"n":["Big Dipper","Ursa Major","constellation"]}
chyingly {"a":["vocative"]}
Clean Lent {"n":["Lent"],"p":["Lent"],"i":["Lent"]}
cleancut {"a":["sharply defined","unambiguous","wholesome"]}
cleanhearted {"a":["pure"]}
clept {"a":["named"]}
cloam {"n":["earthenware","crockery"],"a":["earthenware","crockery"]}
clote {"n":["burdock","clotbur"]}
clough {"n":["ravine"]}
coalfish {"n":["pollock","saithe"]}
coath {"n":["disease","illness","sickness"]}
cockshead {"n":["sainfoin"]}
codtree {"n":["carob","locust tree"]}
coldrife {"a":["cold","chilling","frigid"]}
colk {"n":["apple core","core"]}
comeling {"n":["foreigner","stranger","newcomer","new convert"]}
conned {"a":["educated"]}
cookiecutter {"a":["generic"]}
corf {"n":["basket","cart","container"]}
couthledge {"v":["befriend","acquaint"]}
