adwell {"v":["allure","attract"]}
unthwearness {"n":["discord","disagreement","disharmony"]}
untine {"v":["free","unbind"]}
untrum {"a":["unfirm","sick","sickly","infirm","ill"]}
untwee {"n":["certainty"]}
unwaxen {"a":["ungrown"]}
unweather {"n":["storm","tempest"]}
unwight {"n":["monster"]}
unwin {"n":["foe","enemy"]}
unwinsome {"a":["unpleasant","disagreeable"]}
unwist {"a":["unknown"]}
unwont {"a":["unaccustomed"]}
unworship {"n":["irreverence","dishonour"],"v":["irreverence","dishonour"]}
unwry {"v":["uncover","expose","untie","behold","perceive"]}
unyore {"a":["unprepared","recent"],"r":["unprepared","recently","soon"]}
upbrook {"v":["use up"]}
upheaving {"n":["upheaval"]}
upnimming {"n":["undertaking","project"]}
upp {"n":["stage","platform","dais"]}
uprist {"n":["rising out of bed","sunrise","resurrection"]}
upsodown {"r":["upside down","inverted"]}
vattle {"n":["container","vat","ship"]}
wal {"n":["slaughter","carnage"]}
walhawk {"n":["gyrfalcon"]}
walkirry {"n":["valkyrie"]}
wallime {"n":["mortar","mixture"]}
walm {"v":["surge","spout","gush","boil up"]}
walt {"v":["turn over","invert","topple","consider"],"a":["unstable"]}
wandbone {"n":["bone"]}
wanenly {"a":["diminutive"]}
wanion {"n":["curse","vengeance"]}
wankle {"a":["weak","unsteady","untrustworthy","unstable","mutable","inconstant","fickle","irresolute","wobbly","insecure"]}
wanthriven {"a":["stunted","decayed","emaciated","weakly"]}
wardman {"n":["guard","watchman","jailer"]}
wardship {"n":["guardianship","custody","protection"]}
waregoose {"n":["brant"]}
waren {"n":["inhabitants"]}
warkleech {"n":["anesthetist"]}
warlow {"n":["traitor","oath-breaker"]}
warry {"n":["monster","criminal","felon"],"v":["swear","curse","curse someone"]}
warryen {"n":["criminaless","feloness"]}
warryness {"n":["villainy"]}
warryqueddle {"a":["foul-mouthed","slanderous"]}
watchhouse {"n":["guard house"]}
waterflask {"n":["water flask","water bottle","pitcher"]}
waterfree {"a":["waterproof","devoid"]}
waterlily {"n":["water lily"]}
waterlode {"n":["aqueduct"]}
waterouzel {"n":["Cinclus cinclus","Cinclus mexicanus"]}
waterpipe {"n":["water organ"]}
waterscooter {"n":["waterscooter"]}
watersick {"a":["dropsied","dropsical"]}
watersickness {"n":["dropsy"]}
waterwave {"n":["wave","tsunami"]}
wayfarer's tree {"n":["traveler's-tree","east-west palm"]}
waywiser {"n":["pedometer","odometer"]}
waywort {"n":["pimpernel"]}
weaponwifester {"n":["intersex person"]}
weared {"a":["allied"]}
weast {"v":["ravage","devastate","waste away"],"a":["desolate","deserted","barren"]}
weasten {"n":["wasteland","desert"]}
weastenlox {"n":["caracal","lynx"]}
weathe {"v":["hunt","chase"]}
weedle {"n":["beg","poor"],"v":["beg"],"a":["poor"]}
weer {"v":["guard","defend"]}
weeze {"v":["ooze","steep","saturate"]}
weighs {"n":["scales","balance"]}
wellaway {"i":["alas"]}
weller {"n":["lips"]}
wellhung {"a":["dry aged","of meat"]}
wellnigh {"r":["almost","nearly"]}
wellread {"a":["erudite"]}
wellwilling {"a":["benevolent","benignant","good-willed"]}
wemdeed {"n":["crime"]}
wemful {"a":["guilty"]}
wemlust {"n":["allurement","seduction"]}
wemmy {"a":["faulty","defective","impure"]}
wemquid {"n":["slander","blasphemy"]}
wenchel {"n":["girl"]}
wendendliness {"n":["changeableness"]}
wendenly {"a":["versatile"]}
went {"n":["passageway","course","method","plan of action"]}
werely {"a":["male","masculine"]}
wern {"n":["refusal"],"v":["refuse"]}
wetch {"v":["rouse","provoke","arouse"]}
wey {"v":["move","convey"]}
whalebird {"n":["petrel bird"]}
whaleshot {"n":["spermaceti","whale oil"]}
whall {"a":["impudent","insolent"]}
wharft {"n":["circuit","circle","revolution","orbit","turning"]}
wharvebone {"n":["vertebra"]}
wharvely {"a":["changeable","turnable","mutable"]}
wharver {"n":["changer","joint"],"x":["-trope"]}
whas {"a":["sharp","keen"]}
whate {"n":["fortune","omen"]}
whater {"n":["diviner"]}
whather {"v":["roar","foam"]}
wheatmeal {"n":["wheaten meal","flour"]}
whelkred {"n":["scarlet","purple"],"a":["scarlet","purple"]}
whelve {"v":["invert","turn upside down"]}
whereof {"r":["of what","of which"]}
wherwhet {"n":["cucumber"]}
whig {"n":["liberal"]}
whilend {"a":["temporary","transitory","transient"]}
whilf {"v":["arch","vault"]}
whitch {"n":["chest"]}
Whitches {"n":["Hwicce"],"p":["Hwicce"],"i":["Hwicce"]}
white bothen {"n":["ox-eye daisy"]}
White Sheep Turkmen {"n":["Turkmen"],"p":["Turkmen"],"i":["Turkmen"]}
whiteback {"n":["canvasback"]}
whitepepper {"n":["arugula"]}
whiteroot {"n":["Solomon's seal"]}
whitesmith {"n":["worker in white metals","tinsmith","worker in metal finishing","polishing","galvanizing"]}
whith {"n":["breeze"]}
Whitstow {"n":["Mount Lebanon"],"p":["Mount Lebanon"],"i":["Mount Lebanon"]}
whoaster {"v":["whisper","murmur"]}
wholewise {"r":["completely"]}
wholf {"n":["vault"]}
whoon {"a":["few"]}
whoonly {"a":["small","little","slight"]}
whorekeeper {"n":["pimp","madam"]}
whoreling {"n":["fornicator","adulterer"]}
wicken {"n":["duty","position"],"v":["duty","hold an office"]}
wickeny {"a":["official","lawful"]}
wickner {"n":["officer"]}
widegale {"a":["spacious","vast","extensive"]}
widegaleness {"n":["spaciousness","vastness"]}
wieldcraft {"n":["statecraft","ruling","government"]}
wielder {"n":["ruler","controller","governor","master"]}
wifeleech {"n":["gynecologist"]}
wiking {"n":["Viking"]}
wildman {"n":["barbarian","savage"]}
wildware {"n":["furs"]}
willess {"a":["involuntary","intestate"]}
willowwort {"n":["willowherb"]}
willsome {"a":["desirable"]}
willsomeness {"n":["devotion","vow"]}
willynilly {"r":["haphazardly"]}
windfucker {"n":["kestrel"]}
windharp {"n":["windharp"]}
Windland {"n":["Lusatia"],"p":["Lusatia"],"i":["Lusatia"]}
windmare {"n":["wind spirit said to be responsible for echoes","echo"]}
winebearer {"n":["wine-waiter"]}
winfast {"a":["joyous","joyful"]}
winster {"a":["left","direction"]}
wirdless {"a":["ill-fated","improvident"]}
wisehead {"n":["wiseacre"]}
wishenly {"a":["desirable","wishable"]}
wishingly {"a":["optative"]}
wishywashy {"a":["weak","watery","wavering"]}
wising {"n":["guidance","instruction"]}
wiss {"a":["certain","sure"],"r":["certainly","surely"]}
wissly {"r":["certainly","surely"]}
witeful {"a":["guilty"]}
witelock {"n":["punishment","torment","pain"]}
witener {"n":["tormentor"]}
witerail {"n":["sackcloth"]}
witeswing {"n":["chastisement"]}
witethew {"n":["one in slavery"],"a":["enslaved"]}
with {"x":["anti-"]}
with wiss {"r":["certainly","surely"]}
withbraid {"v":["withhold","hold back","restrain"]}
withchoose {"v":["reject","disapprove"]}
withdraught {"n":["withdrawal","extraction","retreat"]}
witherdeed {"n":["reaction"]}
withermood {"a":["adverse","hostile","contrary"]}
witherweight {"n":["counterweight"]}
withmeetly {"a":["comparative"]}
withsaw {"n":["opposition"]}
withsit {"v":["resist"]}
withtee {"v":["withdraw","abstain","refrain"]}
withwind {"n":["honeysuckle"]}
witling {"n":["derogatory"]}
witsick {"a":["possessed"]}
witsmoot {"n":["parliament","congress"]}
witted {"a":["appointed","ordained","assured","certain","sure"]}
witwanton {"n":["fool"],"v":["indulge"]}
witybook {"n":["prophetical book","book of prophecies"]}
witydom {"n":["prophecy","divination"]}
witydomly {"a":["prophetic","prophetical"]}
witying {"n":["prophecy"]}
woak {"a":["weak","frail"]}
woakmood {"a":["fainthearted"]}
woan {"v":["moan","wail"]}
woesome {"a":["terrible","miserable"]}
woggin {"n":["penguin","great auk"]}
wolfshead {"n":["outlaw"]}
wolfsmilk {"n":["spurge"]}
womansrighter {"n":["feminist"]}
wonderworker {"n":["miracle worker"]}
wong {"n":["field","plain"]}
wonly {"a":["common","customary","usual"]}
wonner {"n":["dweller","inhabitant"]}
wontly {"r":["usually","customarily","habitually"]}
woodant {"n":["carpenter ant"]}
woodelf {"n":["wood elf"]}
woodelfen {"n":["dryad","wood-nymph"]}
Wooden {"n":["Odin"],"p":["Odin"],"i":["Odin"]}
wooder {"n":["enraged man"]}
woodmarch {"n":["sanicle"]}
woodwale {"n":["bird"]}
woodwose {"n":["wild man"]}
woolward {"a":["penitent"]}
woom {"n":["sound","noise"]}
woop {"n":["cry"]}
woor {"v":["disturb"]}
wordful {"a":["talkative"]}
wordlock {"n":["speech"]}
wordmark {"n":["term"]}
wordsnotering {"n":["sophism"]}
wordwinsome {"a":["pleasant","affable"]}
worldaught {"n":["worldly possessions","worldly property"]}
worsom {"n":["pus","matter"]}
worthmind {"n":["dignity","honour"]}
worthness {"n":["dignity","nobility"]}
wortwale {"n":["plant"],"v":["plant"]}
wory {"a":["confused","perplexed","troubled","disturbed"]}
wrast {"a":["splendid"]}
wrathe {"n":["prop","stay","support"]}
wreat {"n":["ornament"]}
wreathen {"a":["twisted","wreathed"]}
wreatly {"r":["wondrously"]}
wreaty {"a":["wondrous","curious"]}
wrenchwise {"a":["unjust"]}
wrength {"n":["wrongness","incorrectness"]}
wrethe {"v":["prop","support"]}
wride {"n":["shoot","grow","blossom","bloom","burgeon"],"v":["shoot","grow","flourish","blossom","bloom","burgeon"]}
wrile {"n":["clothing","garment"]}
wurmel {"n":["marjoram"]}
wurp {"v":["recover"]}
wyesmith {"n":["warrior","war smith"]}
yaffle {"n":["green woodpecker"]}
yared {"a":["ready","prepared","supplied","equipped"]}
yarewordy {"a":["eloquent","fluent"]}
yark {"v":["prepare","ready"]}
ye {"p":[],"i":[],"n":["you"]}
yearnenly {"a":["yearnable"]}
Yeatish {"n":["of Geats"],"a":["of Geats"]}
yeed {"v":["went"]}
yeek {"n":["bird","cuckoo"]}
yeemerly {"r":["miserably","dismally","melancholily"]}
yeemlessness {"n":["negligence","neglect","carelessness"]}
yeen {"p":["against","opposite","next to","bordering"],"i":["against","opposite"]}
yeet {"v":["pour","libate","found"]}
yeeter {"n":["caster of metal"]}
yeft {"n":["gift","present"]}
yeld {"a":["barren","infertile","unproductive"]}
yellow bothen {"n":["plant","marigold"]}
yellowgreen {"n":["chartreuse"],"a":["chartreuse"]}
yelse {"n":["luxury"]}
yenner {"n":["refuge","sanctuary"]}
yennerstead {"n":["asylum","sanctuary"]}
yerk {"v":["sharply strike","pull","push"]}
yern {"a":["eager"],"r":["eagerly"]}
yernly {"r":["eagerly","fervently"]}
yestereve {"n":["yesterday evening"],"r":["yesterday evening"]}
yetling {"n":["vessel of cast metal","plate"]}
yever {"a":["greedy","covetous","gluttonous"]}
yevery {"a":["ravenous"]}
Yew {"n":["someone from","land in Sweden"],"p":["someone from","land in Sweden"],"i":["someone from","land in Sweden"]}
yond {"x":[],"r":["over there","throughout","through","over"],"p":["over there","throughout","through","over"],"i":["over there","throughout","through","over"]}
yondgang {"v":["go about","perambulate"]}
yondseek {"v":["search","pervade"]}
yoreyearn {"n":["nostalgia"]}
abb {"n":["yarn","wool","filling"]}
sparrowhawk {"n":["Eurasian sparrowhawk","female such bird","small birds of Old World species of Accipiter"]}
naam {"n":["Goods"]}
auf {"n":["oaf"]}
haaf {"n":["sea","fishing"]}
wergeld {"n":["blood money","compensation"]}
carl {"n":["churl","niggard"]}
bub {"n":["young brother","little boy"]}
hooper {"n":["One who applies hoops to casks or tubs"]}
sheave {"n":["pulley"]}
duma {"n":["assembly"]}
stang {"n":["pole","rod","staff"]}
garth {"n":["yard","garden"]}
childe {"n":["child of noble birth"]}
whim-wham {"n":["trinket","whim","anxiety"]}
soc {"n":["jurisdiction","privilege"]}
flet {"n":["floor","home"]}
mund {"n":["hand","Protection"]}
gemot {"n":["assembly"]}
elding {"n":["firewood","fuel"]}
yuletide {"n":["The flower Camellia sasanqua, native to Japan and nearby islands"]}
collop {"n":["slice","rasher","roll","portion"]}
outfangthief {"n":["privilege of some feudal lords permitting them to execute summary judgment upon thieves captured outside their estates and to keep any chattels forfeited upon conviction","thief so captured and tried"]}
dreidel {"n":["spinning top","gambling game"]}
doek {"n":["cloth","kopdoek"]}
saeter {"n":["meadow","barn","cabin","dairy","farm"]}
witenagemot {"n":["assembly","session"]}
eme {"n":["uncle","friend"]}
beot {"n":["boast","Boastfulness"]}
fas {"n":["border","fringe"]}
zenana {"n":["harem","segregation system"]}
hoar frost {"n":["frost"]}
combe {"n":["valley"]}
staithe {"n":["wharf","landing","installation"]}
head man {"n":["leader","chieftain"]}
bubber {"n":["person who drinks a lot of alcohol"]}
didapper {"n":["bird","scoundrel"]}
naze {"n":["promontory","cape"]}
cheeselep {"n":["Rennet","bag"]}
thirling {"n":["boring","thirl","mark"]}
seg {"n":["warrior","fellow"]}
tummler {"n":["lively, mischievous man","facilitator"]}
selfheal {"n":["plant"]}
wynd {"n":["narrow lane","stack of hay"]}
knez {"n":["duke","leader"]}
puttock {"n":["kite","buzzard","harrier"]}
dweomer {"n":["magic aura","magic spell"]}
sloot {"n":["ditch"]}
sevennight {"n":["week"]}
twinling {"n":["twin","twin lamb"]}
gote {"n":["sluice","pipe","miry-place"]}
barghest {"n":["black dog","ghost","hobgoblin","elf","spirit"]}
wifehood {"n":["wife","wifeliness"]}
trub {"n":["sediment"]}
bubba {"n":["Brother"]}
cag {"n":["stump"]}
seawolf {"n":["fish","attacker"]}
lattermath {"n":["aftermath","consequences"]}
frush {"n":["thrush"]}
shaftment {"n":["unit","width"]}
daywork {"n":["day's work","daily work","day labour"]}
to-name {"n":["surname","additional name"]}
freet {"n":["superstition","wont","charm"]}
spadger {"n":["sparrow"]}
rean {"n":["deep furrow","ridge","gutter"]}
eckle {"n":["icicle"]}
wroo {"n":["corner","enclosure"]}
wame {"n":["womb"]}
orl {"n":["alder tree"]}
kingric {"n":["kingdom","kingship"]}
unlust {"n":["dislike","listlessness"]}
krang {"n":["whalebone","remains"]}
gossipred {"n":["gossip"]}
bedrip {"n":["crowd"]}
treddle {"n":["prostitute"]}
ferede {"n":["Companionship","Company","companions"]}
heathenesse {"n":["heathendom"]}
portreeve {"n":["borough-reeve","port reeve"]}
freke {"n":["warrior","man","creature"]}
inbeing {"n":["indwelling being"]}
stull {"n":["framework","prop"]}
spale {"n":["chip","shaving","strengthening cross timber"]}
yepsen {"n":["Amount that can be held in two hands cupped together","Two hands cupped together"]}
whinyard {"n":["sword","hanger"]}
cleve {"n":["room","cottage","cliff"]}
aleconner {"n":["officer appointed yearly at the leet of ancient English communities to ensure the goodness and wholesomeness of bread, ale, and beer"]}
bearbind {"n":["bindweed"]}
borsholder {"n":["head","peace officer"]}
pebblestone {"n":["pebble"]}
burian {"n":["tomb","burial mound","hill-fort"]}
undermeal {"n":["afternoon meal","snack"]}
red-gum {"n":["tooth rash","rust on grain"]}
hulch {"n":["hump","hook"]}
bewist {"n":["living","condition","dwelling","abode"]}
bride-ale {"n":["bridal","spiced ale"]}
dodman {"n":["land-based snail","shellfish","surveyor"]}
sicklewort {"n":["plant","heal-all"]}
grundel {"n":["kind of fish","perineum"]}
rigol {"n":["circle","crown","ridge"]}
flathe {"n":["ray"]}
rickle {"n":["heap","rick","building","vehicle","person"]}
ongang {"n":["beginning","antics"]}
errand-ghost {"n":["spirit","ghostly messenger"]}
mersnake {"n":["sea snake"]}
cammock {"n":["common restharrow"]}
big talk {"n":["boast","gossip"]}
oakwood {"n":["oak trees","oak wood"]}
harefoot {"n":["foot","clover","mushroom"]}
staith {"n":["shore","landing"]}
heretog {"n":["marshal"]}
sea adder {"n":["tanglefish","greater pipefish"]}
measling {"n":["disease","delamination"]}
high king {"n":["chief king","God"]}
highday {"n":["holiday","heyday"]}
manhater {"n":["misandrist"]}
runecraft {"n":["runes"]}
smearwort {"n":["Aristolochia rotunda","Blitum bonus-henricus"]}
firwood {"n":["fir wood","fir forest"]}
dillweed {"n":["Dill"]}
buckwagon {"n":["strong wagon with a frame over the wheels used for hauling goods","wagon"]}
brotherwort {"n":["pennyroyal"]}
heregeld {"n":["Danegeld","heriot"]}
flynet {"n":["net to catch flies","fringe or net to protect a horse"]}
bizen {"n":["monster","spectacle","disgrace","warning","example"]}
galdr {"n":["chanting","song"]}
new wine {"n":["fresh batch of wine"]}
handplay {"n":["Hand-to-hand combat"]}
Easter term {"n":["The third term of the legal year, running from April to May, during which the upper courts of England and Wales, and Ireland, sit to hear cases","The summer term of the University of Cambridge, and other educational institutions, running from April to June"]}
malmstone {"n":["flintlike material used in pavement or as a building material"]}
brandreth {"n":["tripod","railing"]}
water adder {"n":["non-venomous water snake","venomous cottonmouth","non-venomous northern water snake","venomous crab-eating water snake"]}
horse-comb {"n":["curry comb"]}
witchdom {"n":["witchery","world of witches"]}
fox's foot {"n":["bur-reed","cocksfoot"]}
cowtail {"n":["tail","wool"]}
rullion {"n":["shoe","woman","animal"]}
eye-apple {"n":["eyeball","apple"]}
tree worm {"n":["worm that lives in trees","parasitic individual","lowlife"]}
sandcorn {"n":["grain of sand"]}
cavel {"n":["stick","lot","land"]}
herepath {"n":["road","path"]}
mither {"v":["bother","pester"],"n":["mother"]}
sog {"n":["Marsh-like land","bog-like land"],"v":["soak","steep","saturate"]}
lig {"v":["lie","lay"],"n":["lie"]}
hallo {"x":["Alternative form of hello","cry of surprise"],"n":["The cry \"hallo!\"","shout of exultation"],"v":["shout","chase while shouting \"hallo!\"","cry \"hallo\""]}
sie {"v":["sink","faint","trickle","sift","filter"],"n":["drop"]}
nait {"v":["use","recite","repeat","exert"],"n":["use","profit","foredeal","advantage","purpose"],"a":["useful","fit","able","deft","skilful","tidy","clean"]}
terve {"v":["fall","overthrow","turn"]}
tong {"n":["tool"],"v":["use tongs","grab"]}
each other {"n":["one another"]}
trant {"v":["walk","peddle","trick"]}
spake {"a":["Ready","prompt"],"v":["simple past of speak"]}
calver {"a":["fresh"],"v":["slice","pickle","bear","susceptible"]}
willy {"n":["willow basket","fish basket"],"v":["cleanse wool","cleanse cotton"]}
aland {"r":["ashore"]}
ree {"a":["wild","tipsy"],"n":["small river"],"v":["rage","excite"]}
twink {"v":["twinkle","wink"],"n":["sparkle","moment"]}
rame {"n":["complaint"],"v":["complain"]}
bedo {"v":["adorn","ornament","garnish"]}
-wise {"x":["in the manner of"]}
on high {"p":["above"],"i":["above"]}
on foot {"p":["walking"],"i":["walking"]}
dop {"n":["drink","dash","courtesy","cup"],"v":["drink"]}
touse {"v":["rumple","pull to pieces"],"n":["noisy disturbance"]}
what gives {"x":["What is amiss?","How fare you?","What haps? What fares?"]}
give up the ghost {"v":["die","quit","cede"]}
feddle {"n":["fettle"],"v":["fiddle"],"a":[]}
-son {"x":["patronymic","given name"]}
-hood {"x":["condition","group"]}
stronger {"a":["more strong","better"]}
feague {"v":["beat","whip","drive"]}
togo {"v":["scatter"]}
gesundheit {"x":["Said to someone who has just sneezed","Said in response to a word that sounds like a sneeze"]}
uplandish {"a":["rustic","wild","mountainous"]}
boxen {"a":["boxwood"]}
fadge {"v":["agree","cope","eat together","move"],"n":["Irish potato bread","wool pack","small loaf","gait"]}
-ton {"x":["Place-name suffix, originally denoting a town or enclosure of buildings"]}
minging {"a":["ugly","unclean"]}
ming {"v":["mention"],"n":["mixture"]}
bein {"a":["wealthy","comfortable","cosy"],"r":["comfortably"],"v":["comfort","dry"]}
thereat {"r":["there","event"]}
blore {"v":["weep","bellow"]}
dreich {"a":["tedious","boring","bleak","dismal","sluggish","dejected","intricate","continuous","gloomy","inaccessible"],"n":["tedious task","gloom"]}
lese {"v":["lose","destroy","forsake"]}
boak {"v":["burp","retch"]}
houseless {"a":["homeless"]}
gleek {"n":["jest","trick","glance","stream"],"v":["ridicule","jest","waste time","discharge"]}
thewed {"a":["muscled","learned"]}
-ware {"x":["Collective items","Local items","Specific items"]}
agrise {"v":["shudder","terrify"]}
gowk {"n":["apple core","pith","core"],"v":["stupefy"]}
scrump {"n":["small apple"],"v":["gather","steal","pinch"]}
-dom {"x":["condition","jurisdiction","set","fandom"]}
lusk {"a":["lazy","ripe"],"n":["lazy"],"v":["idle"]}
-ster {"x":["someone","diminutive"]}
frig {"v":["mess","break","fudge","manipulate"],"n":["frigging","modification","fuck"]}
rax {"v":["stretch","reach","hand","stretch oneself"]}
groaning {"a":["laden","groans"],"n":["sound","time"],"v":["groan"]}
sny {"v":["move","proceed"],"n":["upward curve"]}
stook {"n":["pile","sheaves"],"v":["make stooks"]}
-es {"x":["Used to form the third person singular present of verbs","that end in \"ch\"  — impeach → impeaches","that end in \"s\" — miss → misses","that end in \"ce\" — dance → dances","that end in \"ge\" — bridge → bridges, range → ranges","that end in \"x\" — tax → taxes","that end in \"z\" — fizz → fizzes","that end in \"o\"  — go → goes","that end in \"sh\" — wish → wishes","that end in \"y\" — cry → cries"]}
rit {"n":["scratch"],"v":["scratch","tear","slit"]}
to- {"x":["away","parting","excessively","completely"]}
eleventy {"n":["110","large number"]}
cair {"v":["carry","stir"]}
wot {"v":["know"]}
clag {"n":["glue","fog","bits of rubber"],"v":["encumber","stick"]}
Lenten {"a":["meagre","sombre"]}
scran {"n":["Food","grub","rubbish"],"v":["eat","steal"]}
bowk {"v":["burp","vomit"]}
vang {"v":["take"]}
skite {"n":["boaster"],"v":["boast"]}
arread {"v":["declare","tell","interpret","explain","counsel","advise","direct","teach","guess","conjecture","read"],"n":["advice","discourse","narration"]}
tirl {"v":["quiver","rattle","twist","strip"],"n":["vibration","substitute"]}
sitten {"v":["sat"],"a":["Seated","Settled","stationary"]}
besnow {"v":["cover","scatter","whiten"]}
wifeless {"a":["unmarried"]}
pirn {"n":["spool","amount"],"v":["wind"]}
forsee {"v":["oversee","superintend","direct"]}
endlong {"p":["from end to end of"],"i":["from end to end of"],"r":["continuously","on end"]}
grum {"a":["Morose","stern","surly","sullen"]}
mee {"n":["me"]}
holp {"v":["help"]}
gaffle {"n":["lever","spur","fork"],"v":["equip"]}
ungreen {"a":["Not green","desiccated","Environmentally unfriendly"],"v":["expose to air after dyeing","urbanize"]}
thig {"v":["beseech","beg","seek"]}
smeary {"a":["smear-like","smudgy","greasy"]}
thousandfold {"a":["multiplied","thousandfold"],"r":["thousandfold"]}
underdo {"v":["subject","undercook","underachieve","skimp"]}
all- {"x":["complete power","general manner"]}
rosen {"a":["rosy","rose-coloured","ruddy"]}
under- {"x":["beneath","less than","deficient","subordinate"]}
so that {"p":["that","such"],"i":["that","such"]}
godfearing {"a":["devout","pious","religious"]}
dawk {"v":["puncture","gash","dig"],"n":["crack"]}
hoit {"v":["romp","caper","leap"]}
mought {"v":["might","may"]}
-scape {"x":["shape","view","space"]}
welk {"v":["wither","wane","contract","wrinkle"]}
-and {"x":["suffix of Anglo-Saxon origin forming adjectives from verbs analogous to -ing"]}
needly {"r":["Necessarily","Urgently"]}
sneap {"v":["chide","rebuke","reprimand","offend"],"n":["rebuke","reprimand"]}
-borough {"x":["fortified place","borough"]}
up- {"x":["Used to indicate increase","Used to indicate higher position or direction"]}
down- {"x":["Decrease","Lower"]}
sipe {"n":["drain"],"v":["drain","seep"]}
unknit {"v":["unravel"],"a":["Not knitted"]}
no less {"r":["equally"]}
raik {"n":["walk","range"],"v":["graze","roam","wander"]}
dast {"v":["dares","dare"]}
heddle {"n":["component in a loom"],"v":["thread"]}
bewind {"v":["wind"]}
Salopian {"n":["person from Shropshire","pupil of Shrewsbury School"],"a":["Shropshire","Shrewsbury"]}
snew {"v":["snow","abound"]}
expone {"v":["explain","imperil"]}
thereout {"r":["outside","outdoors"]}
broomy {"a":["bushy"]}
shoad {"n":["fragments"],"v":["seek","be distributed"]}
-se {"x":["make"]}
glazen {"a":["glassy"]}
leaguer {"n":["siege","camp"],"v":["besiege"]}
overread {"v":["peruse","overinterpret","overanalyze","read too much"],"a":["Having read too much"]}
knep {"v":["bite gently","graze","pick","clasp","tie"],"n":["kneppars"]}
lovelily {"r":["beautifully","kindly","pleasantly"]}
munted {"a":["drunk","stupid","intoxicated","damaged"]}
ghostless {"a":["dead"]}
skelly {"n":["squint"],"v":["squint"]}
sandblind {"a":["Half-blind","Dim-sighted"]}
wonderly {"a":["wondersome"],"r":["wonderfully","exceedingly"]}
beleave {"v":["abandon","remain"]}
vinnewed {"a":["mouldy","musty"]}
rivel {"v":["shrivel","wrinkle"],"n":["wrinkle","rimple"]}
unbegun {"a":["always existent","unstarted"]}
forworn {"a":["worn-out","exhausted","decayed"],"v":["past participle of forwear"]}
shog {"n":["jolt","shake"],"v":["jolt","shake","depart","go"]}
tobreak {"v":["crush","break apart"]}
misborn {"a":["abortive","illegitimate"]}
begrave {"v":["bury","engrave"]}
bewake {"v":["guard","awaken","watch"]}
southron {"a":["southern","English"],"n":["southerner","Englishman","Lowlander"]}
astart {"v":["cause to start","startle","start up","jump","get away","escape"],"r":["suddenly"]}
unsharp {"a":["blurry","dulled","blunt"],"v":[]}
frory {"a":["Frosty","frozen"]}
dize {"v":["dress","dizen","put"]}
flacker {"v":["flutter","flicker","quiver"]}
buller {"v":["bellow","bluster"]}
inlead {"v":["lead into","conduct"],"n":["conduit","channel","wire"]}
tomorn {"r":["tomorrow","morning"]}
outlead {"v":["lead out","encourage"],"n":["electrical lead for outward-going current"]}
snudge {"v":["hoard"],"n":["miser"]}
bursten {"v":["burst"],"a":["broken","ruptured"]}
nuh {"x":["no"]}
bisson {"a":["sandblind, purblind","blinding"]}
thro {"a":["eager","bold"]}
ungood {"a":["bad","wicked","evil"]}
forcasten {"a":["Felled","rejected","not used","Abandoned"]}
hummel {"n":["stag","cow"],"v":["poll","separate"]}
yote {"v":["steep"]}
fure {"v":["lead","carry","bear","convey","transport"]}
inlight {"v":["shine","enlighten"]}
ourie {"a":["chill","bleak"]}
withgo {"v":["oppose","forgo","give up","pass up","forfeit"]}
todraw {"v":["dismember","drag"]}
tocleave {"v":["split","break"]}
forthan {"p":["therefore","because"],"i":["therefore","because"]}
umbeset {"v":["block","overwhelm"]}
umbego {"v":["go around","encircle","surround"]}
totear {"v":["break","rend","agitate"]}
forgrow {"v":["grow unduly","overgrow"]}
geg {"v":["swing"]}
becarve {"v":["cut","carve"]}
fordread {"v":["dread","terrify"]}
fordry {"v":["dry up","make dry"]}
shood {"v":["feed"]}
geck {"n":["fool","idiot","imbecile"],"v":["jeer","cheat","trick"]}
forswelt {"v":["die","kill","slay"]}
Celto-Germanic {"a":["Of or pertaining to both the Celtic and Germanic peoples"]}
spraddle {"v":["spread"],"n":["manner"]}
gnag {"v":["gnaw","worry"]}
forshame {"v":["shame","dare"]}
overget {"v":["get more than expected","attain","overtake","recover from"]}
overhold {"v":["overvalue","keep"],"n":["holding over"]}
bolk {"v":["belch","vomit","heave","gush","ejaculate"]}
fraist {"v":["try","learn","seek"]}
worksome {"a":["industrious","work-intensive"]}
beknit {"v":["knit","girdle","encircle"]}
belead {"v":["lead away","lead"]}
beshroud {"v":["cover","hide"]}
gloppen {"v":["be in fear","terrify","astonish","surprise"]}
inburn {"v":["burn within"]}
newcome {"a":["Just arrived"],"n":["stranger","newcomer"]}
raggy {"a":["Raglike","Scruffy"]}
bedeen {"r":["forthwith","soon"]}
yarm {"v":["cry out","shriek","yell","scold","grumble"]}
misken {"v":["misunderstand","disown","deny","overlook","fail to mention"]}
befang {"v":["seize","begin","enclose"]}
befight {"v":["fight against","contend","battle"]}
houseling {"n":["eucharist"],"a":["eucharist","sacrament"],"v":["housel"]}
offhold {"v":["retain","prevent","refrain","avoid","shun"]}
behelm {"v":["cover","helmet"]}
dowf {"a":["dull","flat","melancholy","gloomy","inactive","listless","lethargic","pithless","vapid","lacking force","frivolous","hollow"]}
betimber {"v":["timber"]}
unbold {"v":[],"a":["timid"]}
balter {"v":["tumble","dance"]}
goodless {"a":["destitute","worthless","devoid"]}
dreave {"v":["drive","expel"],"n":["drove","crowd"]}
